iter	Logloss
180	0.3454319
181	0.3449062958
182	0.3445512797
183	0.3440404689
184	0.3435152054
185	0.3431086528
186	0.3429144338
187	0.3425978241
188	0.3421877848
189	0.3415634308
190	0.3412313029
191	0.3412126541
192	0.3406704737
193	0.3403780645
194	0.3400345256
195	0.3397741318
196	0.3394606501
197	0.3391000799
198	0.3385390828
199	0.3385279897
200	0.3382409388
201	0.3375433197
202	0.3373769811
203	0.336961853
204	0.336687884
205	0.3361701482
206	0.3360057831
207	0.3357421443
208	0.3354150747
209	0.3354037196
210	0.3350312093
211	0.3345961711
212	0.3342674281
213	0.3340276438
214	0.3335179723
215	0.3332752711
216	0.3329752808
217	0.3322298203
218	0.3318980662
219	0.3315704117
220	0.3313013357
221	0.3310223414
222	0.3308968836
223	0.3303824793
224	0.3299729055
225	0.3296935145
226	0.3294777832
227	0.3289335861
228	0.3284279099
229	0.3282386271
230	0.3279119593
231	0.3276153158
232	0.3273122381
233	0.3269331792
234	0.3265516891
235	0.3261280212
236	0.3259833145
237	0.325707756
238	0.3253792725
239	0.3250543035
240	0.3250426763
241	0.3249158045
242	0.3246542536
243	0.3242835642
244	0.324218661
245	0.323847112
246	0.3235219447
247	0.3233620021
248	0.32301253
249	0.322775444
250	0.3223272909
251	0.3219381612
252	0.3216873347
253	0.3214503886
254	0.3211151174
255	0.3209604212
256	0.3206543732
257	0.3202489141
258	0.3198049927
259	0.319447286
260	0.3190912043
261	0.3187406158
262	0.3185679576
263	0.3181640472
264	0.3178582637
265	0.3175780894
266	0.3171290207
267	0.3166527176
268	0.3163850174
269	0.3157511419
270	0.3155269801
271	0.315292244
272	0.315077713
273	0.3148664627
274	0.314560173
275	0.3141682968
276	0.3137960103
277	0.3134010035
278	0.3129896876
279	0.3126236191
280	0.3124410731
281	0.3122157847
282	0.3120910975
283	0.311542305
284	0.3112638245
285	0.3107806854
286	0.310258489
287	0.3101231766
288	0.3097955831
289	0.3094769669
290	0.3091957906
291	0.3089378967
292	0.3085673548
293	0.3083750483
294	0.3081070989
295	0.3078129247
296	0.3074090729
297	0.3071649424
298	0.3069721425
299	0.3065860901
300	0.3063489685
301	0.3061523895
302	0.3059058634
303	0.3057257767
304	0.3053831406
305	0.3047769241
306	0.3045728124
307	0.30414888
308	0.3038566157
309	0.3034210561
310	0.3031190999
311	0.3028258565
312	0.302659668
313	0.3025366592
314	0.3024175491
315	0.3020964279
316	0.3017165782
317	0.3014873556
318	0.3010049693
319	0.3005840683
320	0.3003149592
321	0.3000211487
322	0.2995935593
323	0.2992873281
324	0.2988736343
325	0.2986530101
326	0.2984156647
327	0.2981853663
328	0.2981335093
329	0.297808754
330	0.2976237742
331	0.2972705485
332	0.296988205
333	0.296715655
334	0.2964297587
335	0.2959832001
336	0.2957244949
337	0.2956558126
338	0.2953719381
339	0.2948645859
340	0.2945554276
341	0.2943087158
342	0.294170728
343	0.2937929942
344	0.2934044927
345	0.2931919581
346	0.2929105784
347	0.2924719442
348	0.2921532567
349	0.2917988663
350	0.2915464834
351	0.2913554052
352	0.2912234395
353	0.2908468246
354	0.2904928004
355	0.2901259003
356	0.2900190099
357	0.2897060496
358	0.2894146983
359	0.2888947449
360	0.2884673157
361	0.2880935211
362	0.2877601547
363	0.2873676046
364	0.2871192729
365	0.2867643331
366	0.286397143
367	0.2861940536
368	0.285884641
369	0.2854693883
370	0.2851042099
371	0.2846311137
372	0.2844462484
373	0.2840929082
374	0.2837818502
375	0.2835991058
376	0.2832713369
377	0.2830052287
378	0.2825894572
379	0.2822325312
380	0.2818357112
381	0.2817031199
382	0.2814036204
383	0.2812180557
384	0.2809196218
385	0.280510999
386	0.2801833903
387	0.2798525492
388	0.2795004501
389	0.279143074
390	0.2788915482
391	0.2786014735
392	0.2782170436
393	0.2780149562
394	0.2776992467
395	0.2775334524
396	0.2771776759
397	0.2768665466
398	0.2766638184
399	0.2764404653
400	0.2762608007
401	0.2759539642
402	0.2756889725
403	0.2754365285
404	0.2751697057
405	0.2748462092
406	0.2747378082
407	0.2742935638
408	0.2741421254
409	0.2738488948
410	0.2736577428
411	0.2735448201
412	0.2732384135
413	0.2729618657
414	0.2728115387
415	0.2724633535
416	0.2722738775
417	0.2720133108
418	0.2717063828
419	0.2713936462
420	0.2710186183
421	0.2708736394
422	0.2707768402
423	0.2707613118
424	0.2707318776
425	0.2703987172
426	0.2702647069
427	0.2700610822
428	0.2697112223
429	0.2696313426
430	0.2694594638
431	0.2689923426
432	0.2687585169
433	0.2684097989
434	0.2682702599
435	0.2680182864
436	0.2677616742
437	0.2675257772
438	0.2672226423
439	0.2671388067
440	0.2669553782
441	0.2666019236
442	0.2663517787
443	0.2660984573
444	0.265874705
445	0.2657183685
446	0.2656032715
447	0.2653766886
448	0.2652600479
449	0.2649923553
450	0.2646685562
451	0.2644101893
452	0.2640910924
453	0.2637399877
454	0.2634380264
455	0.263354187
456	0.2630985794
457	0.2627273649
458	0.262497083
459	0.2624399681
460	0.2620981166
461	0.2618154526
462	0.2614213435
463	0.2611720517
464	0.2609671974
465	0.2608075701
466	0.2606362724
467	0.2603993823
468	0.2602080193
469	0.2600006752
470	0.2597274017
471	0.2595139211
472	0.2592217916
473	0.2590817502
474	0.2588405965
475	0.2586690636
476	0.2585847677
477	0.258280674
478	0.2579304441
479	0.2577627322
480	0.2574491704
481	0.2572591235
482	0.2571658401
483	0.256848774
484	0.2567574514
485	0.2566706085
486	0.2564839312
487	0.2563275833
488	0.2561563911
489	0.2559293645
490	0.25544988
491	0.2551682332
492	0.254815932
493	0.2546988017
494	0.2544371986
495	0.2541770566
496	0.2539375153
497	0.2536490084
498	0.2533741353
499	0.2531249326
500	0.2529122696
501	0.2525946655
502	0.2524122353
503	0.2521470032
504	0.252004317
505	0.2517469966
506	0.2515905914
507	0.2513312467
508	0.2511326866
509	0.2509164734
510	0.2509151751
511	0.2507192472
512	0.2504775327
513	0.2501799507
514	0.2499908854
515	0.2497889671
516	0.2495920728
517	0.2494100253
518	0.2491816444
519	0.2490558294
520	0.2488970922
521	0.2487061984
522	0.2485585416
523	0.2482940712
524	0.2480087382
525	0.2478316561
526	0.2477316526
527	0.2476872152
528	0.2473809522
529	0.2471006381
530	0.2469156024
531	0.2468062477
532	0.2464993655
533	0.2462721952
534	0.2460266228
535	0.2458977521
536	0.2458003515
537	0.245380146
538	0.2450478045
539	0.2447634112
540	0.2446144218
541	0.2444002279
542	0.2442147586
543	0.244142765
544	0.2440104205
545	0.243796758
546	0.2435443954
547	0.2434243647
548	0.2431553993
549	0.2429889946
550	0.2427427979
551	0.2424219259
552	0.2422700628
553	0.2422074216
554	0.2420246633
555	0.2417301966
556	0.2415096092
557	0.2412981987
558	0.241149629
559	0.2409256935
560	0.2406874886
561	0.2405854912
562	0.2404135958
563	0.2402495804
564	0.2398475507
565	0.2396627108
566	0.2393211975
567	0.2391252238
568	0.2389570122
569	0.2387984047
570	0.2385960019
571	0.2384504306
572	0.2382073542
573	0.2380018438
574	0.237884875
575	0.2375853424
576	0.237260498
577	0.2371056379
578	0.2369981867
579	0.2366943614
580	0.2363149134
581	0.2360161006
582	0.2358435211
583	0.2357829564
584	0.2355662626
585	0.2354443207
586	0.235301445
587	0.2350314356
588	0.2349023819
589	0.2347648608
590	0.2345745201
591	0.2342635256
592	0.2339308281
593	0.2337989324
594	0.2334025777
595	0.2332771161
596	0.2329883092
597	0.2329055163
598	0.2326437098
599	0.2325363846
600	0.2323079872
601	0.2321430524
602	0.2319601491
603	0.2319093424
604	0.2317357241
605	0.2315557238
606	0.231325737
607	0.2312536494
608	0.2310033035
609	0.2306537565
610	0.2305064939
611	0.2302990494
612	0.2300378621
613	0.2299125125
614	0.2295677465
615	0.2294496689
616	0.2292585437
617	0.2290293897
618	0.2289486478
619	0.2286401037
620	0.2284671771
621	0.2282189102
622	0.2280988274
623	0.2278887316
624	0.2276726837
625	0.227566082
626	0.227272405
627	0.2271195246
628	0.2269068947
629	0.2266860275
630	0.2265628446
631	0.2263987745
632	0.2262355105
633	0.2260054944
634	0.2257957153
635	0.2257818082
636	0.2255683937
637	0.2254515139
638	0.2253472087
639	0.2252123782
640	0.2251895269
641	0.2250968056
642	0.2249217911
643	0.2248390935
644	0.2246961492
645	0.2245245959
646	0.2241856956
647	0.2240331675
648	0.2238443044
649	0.2236296539
650	0.2234326083
651	0.2232992236
652	0.223153169
653	0.2229633891
654	0.2227163277
655	0.2224592463
656	0.222295695
657	0.2221548322
658	0.2219775416
659	0.2218449351
660	0.2216187248
661	0.2215173073
662	0.2213899066
663	0.2211925456
664	0.2210769145
665	0.2209672661
666	0.2207856369
667	0.2206514715
668	0.2205118853
669	0.2203350817
670	0.220118337
671	0.2200172488
672	0.2198250046
673	0.2195447286
674	0.2193479741
675	0.2191586062
676	0.2189586029
677	0.2188543294
678	0.2186619759
679	0.2185535533
680	0.2183215459
681	0.2182289111
682	0.2181036186
683	0.2180094783
684	0.2179153722
685	0.2177290802
686	0.2175951296
687	0.2173192736
688	0.2171554082
689	0.2170489299
690	0.2166824048
691	0.2165136185
692	0.2163421504
693	0.2162302933
694	0.2158463186
695	0.2156688983
696	0.2155748749
697	0.215377196
698	0.2151344795
699	0.2149402568
700	0.2146861712
701	0.2144887899
702	0.2144075953
703	0.214197286
704	0.2140619342
705	0.2138840294
706	0.2136543096
707	0.2135366542
708	0.2132682902
709	0.2130797831
710	0.2129922663
711	0.2128881022
712	0.21282525
713	0.2127709897
714	0.212585186
715	0.2124648641
716	0.2122647591
717	0.2121583303
718	0.2119735451
719	0.2118519999
720	0.2115373217
721	0.2113287392
722	0.2110979716
723	0.210984211
724	0.2107703438
725	0.2107165298
726	0.210426904
727	0.2102826118
728	0.2101061554
729	0.2099607417
730	0.2096897163
731	0.2095680262
732	0.2094137293
733	0.2093086332
734	0.2090633151
735	0.2087604434
736	0.208609801
737	0.2085420138
738	0.2083710213
739	0.2082747269
740	0.207972393
741	0.2078493296
742	0.2076929054
743	0.2075843391
744	0.207446022
745	0.2073528264
746	0.2071809858
747	0.2069485779
748	0.2067681885
749	0.2065857697
750	0.206395429
751	0.2061430677
752	0.2059226532
753	0.2056730423
754	0.2055499763
755	0.2053607903
756	0.2051277517
757	0.2049514999
758	0.204807279
759	0.2046443316
760	0.2044458936
761	0.2042900976
762	0.2041332563
763	0.204104215
764	0.2039798813
765	0.2037113609
766	0.2036229451
767	0.2035182521
768	0.2034424222
769	0.2032843323
770	0.2031654498
771	0.2029045995
772	0.2027609291
773	0.2025269839
774	0.2023131307
775	0.2021165288
776	0.2019800682
777	0.2018710772
778	0.2017180608
779	0.2014896762
780	0.2012710826
781	0.20115448
782	0.2010116463
783	0.2007269465
784	0.2004599508
785	0.200410792
786	0.2000687904
787	0.199971391
788	0.1997798093
789	0.199619414
790	0.199441747
791	0.1994025917
792	0.1990611394
793	0.1990147311
794	0.198827521
795	0.1986684748
796	0.1985147069
797	0.1984175758
798	0.1982562968
799	0.1979277522
800	0.1977699114
801	0.1976813291
802	0.1975414823
803	0.1973013763
804	0.1971154505
805	0.1969792455
806	0.1967512741
807	0.1966297366
808	0.1965254491
809	0.1963687541
810	0.1963223114
811	0.1962157656
812	0.1960668081
813	0.1958697421
814	0.1957791761
815	0.1955726865
816	0.1952973836
817	0.1951429927
818	0.1950292422
819	0.1949602674
820	0.1947780151
821	0.1946031456
822	0.1944975395
823	0.1942532043
824	0.1942532285
825	0.1941468023
826	0.1940283063
827	0.1937829056
828	0.1937356936
829	0.1936430092
830	0.1934274546
831	0.1934268519
832	0.1933128001
833	0.1931704369
834	0.1929302127
835	0.1928516146
836	0.1927552312
837	0.1927332001
838	0.1924484469
839	0.1923946737
840	0.1922747459
841	0.1920572599
842	0.1919159559
843	0.191817056
844	0.1917795003
845	0.1915771166
846	0.1913563919
847	0.1911453463
848	0.1910337995
849	0.1908798917
850	0.1906748047
851	0.1904552994
852	0.190292146
853	0.1900608508
854	0.1898557854
855	0.1897376264
856	0.1896206245
857	0.1895055669
858	0.189401357
859	0.1891965612
860	0.1890608304
861	0.1889185549
862	0.1887980537
863	0.1887846171
864	0.1887467448
865	0.1885827459
866	0.1883933144
867	0.1882024104
868	0.1880354563
869	0.1878312314
870	0.187756855
871	0.1875834389
872	0.1874497121
873	0.1872637329
874	0.187091629
875	0.1869167824
876	0.1867331429
877	0.1865157064
878	0.186184714
879	0.1859614881
880	0.1856452268
881	0.1854866524
882	0.185396684
883	0.1852573649
884	0.1850897064
885	0.1849847933
886	0.1849430606
887	0.184704572
888	0.1845901464
889	0.1844205144
890	0.1841931152
891	0.1840342674
892	0.1839723307
893	0.1838444913
894	0.1837633769
895	0.1836389529
896	0.1834592171
897	0.1833874715
898	0.1831924337
899	0.1830242195
900	0.1828599332
901	0.182682045
902	0.182532814
903	0.1823699392
904	0.1821110649
905	0.181954745
906	0.1817484983
907	0.1816012217
908	0.1814554367
909	0.1813590266
910	0.1812824821
911	0.1811189245
912	0.180939298
913	0.1808279966
914	0.1807123642
915	0.1806193873
916	0.1804045194
917	0.1802540016
918	0.1801335335
919	0.1799536667
920	0.179792422
921	0.1795934334
922	0.1794764773
923	0.1793206902
924	0.1791665179
925	0.1790272611
926	0.1787815043
927	0.1786714465
928	0.1785496343
929	0.1784396464
930	0.1783435542
931	0.1781795502
932	0.178041153
933	0.1779243978
934	0.1777728373
935	0.1775504125
936	0.1774844106
937	0.1773124797
938	0.1771873792
939	0.1770819753
940	0.1770143293
941	0.1768748436
942	0.1767450396
943	0.1764927203
944	0.1763260625
945	0.1762135633
946	0.1760727412
947	0.176056708
948	0.1759016368
949	0.1758009555
950	0.175635081
951	0.1755292308
952	0.1753791606
953	0.1751128159
954	0.1749632479
955	0.1747612762
956	0.1745740712
957	0.174439462
958	0.1743358892
959	0.1742034531
960	0.1740756429
961	0.1739745979
962	0.1737292213
963	0.1736392339
964	0.1735927887
965	0.1734836985
966	0.1733788338
967	0.1732117106
968	0.1730405515
969	0.1728997053
970	0.1727701963
971	0.1725920194
972	0.1724712029
973	0.1723372103
974	0.1721791026
975	0.1719843547
976	0.1718078868
977	0.1716302541
978	0.171482446
979	0.1712930056
980	0.1711858699
981	0.1709129639
982	0.1708049609
983	0.170703729
984	0.1705971222
985	0.170493056
986	0.1704926084
987	0.1703929024
988	0.1702554792
989	0.1700820033
990	0.1699009069
991	0.1697958768
992	0.1696351725
993	0.1696209831
994	0.1695240161
995	0.1692938487
996	0.1691744652
997	0.1690964152
998	0.1690956675
999	0.1690230904
